44,Radioactive,Imagine Dragons,novice, Bm, 2nd fret, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
768,More Than Words,Westlife,novice, C,No Capo, Eb Ab Db Gb Bb Eb,Westlife,0.67,0.295,6,0.518,0.0,0.507,94.014,234067,1999,No Lyrics
566,Hey Jude,Joe Anderson,novice, D, 1st fret, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
304,Rolling In The Deep,Adele,novice,Db, 3rd fre, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
649,Tears In Heaven,Eric Clapton,intermediate, A, 2nd fret, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
569,Boulevard Of Broken Dreams,Green Day,intermediate, Eb,No Capo, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
279,Stay With Me,Sam Smith,novice, C,No Capo, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
53,All I Want,Kodaline,novice, C,No Capo, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
54,Just The Way You Are,Bruno Mars,novice, F, 3rd fret, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
55,The A Team Acoustic,Ed Sheeran,intermediate, A, 2nd fret, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
56,Counting Stars,OneRepublic,intermediate, Am, 4th fret, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
323,Hurt,Johnny Cash,intermediate, Am,No Capo, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
635,Imagine,John Lennon,intermediate, C,No Capo,E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
59,Jar Of Hearts,Christina Perri,novice, Cm, 1st fret, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
197,Good Riddance Time Of Your Life,Green Day,intermediate, Em,No Capo, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
340,House Of The Rising Sun,The Animals,novice, Am,No Capo, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
62,You Belong With Me,Taylor Swift,novice, F#, 4th fret, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
277,Fix You,Coldplay,intermediate, C, 3rd fret, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
196,One,Metallica,intermediate, Bm,No Capo,E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
514,Wake Me Up When September Ends,Green Day,novice, G,No Capo, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
382,Grenade,Bruno Mars,intermediate,Db, 5th fre, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
70,Fade To Black,Metallica,intermediate, Am,No Capo, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
328,Chasing Cars,Snow Patrol,intermediate,Db,No Capo, E A D G B ,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
72,How To Save A Life,The Fray,intermediate, G, 3rd fret, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
73,Breakeven,The Script,novice, Em, 3rd fret, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
74,Frozen - Let It Go,Misc Cartoons,intermediate, G, 1st fret, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
75,Stay,Rihanna,novice, C,No Capo, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
97,A Star Is Born - Shallow,Misc Soundtrack,novice, G,No Capo, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
145,Say Something,A Great Big World,novice, Am, 2nd fret, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
78,Have You Ever Seen The Rain,Creedence Clearwater Revival,novice, C,No Capo, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
79,When We Were Young,Adele,novice, Cm, 3rd fret, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
572,Youre Beautiful,James Blunt,intermediate, C, 3rd fret, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
509,Say You Wont Let Go,James Arthur,novice, G, 3rd fret, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
82,Enter Sandman,Metallica,intermediate, Em,No Capo, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
83,Sweet Home Alabama Intro,Lynyrd Skynyrd,intermediate, D,No Capo, E A D G B E,Rock and Roll Hall of Fame Volume 9: 2006-2007,0.526,0.893,7,0.426,5.28e-05,0.7659999999999999,98.45299999999999,281547,2011,No Lyrics
84,Im Not The Only One,Sam Smith,intermediate, F,No Capo, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
85,Ho Hey,The Lumineers,novice, C,No Capo, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
571,I Will Follow You Into The Dark,Death Cab for Cutie,intermediate,Db, 5th fre, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
87,Just Give Me A Reason,P!nk,novice, G,No Capo, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
88,American Pie,Don McLean,novice, G,No Capo, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
89,Pumped Up Kicks,Foster the People,intermediate, Fm,No Capo, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
90,The Man Who Cant Be Moved,The Script,intermediate, G, 3rd fret, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
91,Someone You Loved,Lewis Capaldi,novice, C#, 1st fret, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
137,Skinny Love,Birdy,novice, C#m, 4th fret, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
817,Zombie,The Cranberries,intermediate, Em,No Capo,E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
254,Take Me Home Country Roads,John Denver,intermediate, A,No Capo, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
207,Smells Like Teen Spirit,Nirvana,intermediate, E, 1st fret, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
98,Little Lion Man,Mumford & Sons,novice,Db, 5th fre, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
497,Use Somebody,Kings of Leon,intermediate,Db,No Capo,E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
123,Titanium,David Guetta,intermediate, Eb, 3rd fret, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
101,Harusnya Aku,Armada,intermediate, C,No Capo, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
467,Somebody That I Used To Know,Gotye,novice, Dm,No Capo, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
415,Seven Nation Army,The White Stripes,intermediate,Db,No Capo, E A D G B ,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
229,Make You Feel My Love,Adele,intermediate, G, 3rd fret, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
476,21 Guns,Green Day,intermediate,Db,No Capo, E A D G B ,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
604,Dust In The Wind,Kansas,novice, C,No Capo, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
687,Fly Me To The Moon,Frank Sinatra,novice, Am,No Capo, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
108,Little Talks,Of Monsters and Men,novice, Bbm, 1st fret, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
109,Drops Of Jupiter,Train,intermediate, C,No Capo, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
110,Stitches,Shawn Mendes,intermediate, Am, 1st fret, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
113,You Are The Reason,Calum Scott,novice, Bb, 3rd fret, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
496,Knockin On Heavens Door,Guns N' Roses,intermediate,Db,No Capo, Eb Ab Db Gb Bb E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
535,Lucky,Jason Mraz,novice, C,No Capo, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
116,Karma Police,Radiohead,novice, Am,No Capo, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
453,Waktu Yang Salah,Fiersa Besari,novice, G,No Capo, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
429,Redemption Song,Bob Marley,novice, G,No Capo, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
119,Fall For You,Secondhand Serenade,novice, Am,No Capo, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
120,Father And Son,Cat Stevens,novice, G,No Capo, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
121,Sweater Weather Acoustic,The Neighbourhood,novice, C, 3rd fret, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
739,Halo,Beyoncé,intermediate,Db,No Capo,E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
384,The A Team,Ed Sheeran,novice, A, 2nd fret, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
423,Demons,Imagine Dragons,novice, Eb, 3rd fret, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
127,Jolene,Dolly Parton,novice, C#m, 4th fret, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
128,Whats Up,4 Non Blondes,novice, A, 2nd fret, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
729,Stand By Me,John Lennon,intermediate, A, 2nd fret, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
132,Smoke On The Water,Deep Purple,intermediate, Gm,No Capo, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
133,Iron Man,Black Sabbath,intermediate,Db,No Capo, E A D G B ,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
796,Snow Hey Oh,Red Hot Chili Peppers,intermediate, Abm, 4th fret, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
332,Let It Go,Demi Lovato,novice,Db,No Capo, E A D G B ,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
136,Rude,MAGIC!,novice,Db, 6th fre, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
287,Wagon Wheel,Darius Rucker,novice, G, 2nd fret, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
139,Oceans Where Feet May Fail,Hillsong United,intermediate, Bm,No Capo, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
252,Wake Me Up,Avicii,novice, Bm,No Capo, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
141,Crazy Train,Ozzy Osbourne,intermediate, A,No Capo, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
142,Heaven,Bryan Adams,intermediate, C,No Capo, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
144,10000 Reasons Bless The Lord,Matt Redman,novice, G,No Capo, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
841,Your Song,Elton John,intermediate,Db, 1st fre, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
147,Mad World,Gary Jules,novice, Em, 1st fret, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
148,Menunggu Kamu,Anji,novice, C,No Capo, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
738,So Far Away,Avenged Sevenfold,intermediate,Db,No Capo, E A D G B ,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
150,Love Of My Life,Queen,intermediate, F, 3rd fret, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
151,Losing My Religion,R.E.M.,intermediate, Am,No Capo, E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
152,Canon Rock,JerryC,intermediate,Db,No Capo,E A D G B E,No Album info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Duration info,No Year info,No Lyrics info
